,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_beta_1,param_beta_2,param_lr,param_opt,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,132.94981417655944,9.032522590876464,5.798517799377441,3.108333414101147,8,0.3,0.333,1e-05,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 1e-05, 'opt': 'SGD'}",0.10599999874830246,0.10599999874830246,0.09700000286102295,0.10599999874830246,0.10210210084915161,0.1034204199910164,0.003547461097124109,226,0.10877719521522522,0.10402600467205048,0.10077519714832306,0.10202550888061523,0.09650000184774399,0.10242078155279159,0.004022450913159269
1,132.08127307891846,0.4831492943031173,3.205062007904053,0.2139381547355689,8,0.3,0.333,1e-05,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 1e-05, 'opt': 'adam'}",0.14000000059604645,0.14000000059604645,0.09799999743700027,0.1379999965429306,0.10310310125350952,0.12382061928510665,0.01908150709268915,157,0.13753437995910645,0.12603150308132172,0.10327582061290741,0.14603650569915771,0.11500000208616257,0.12557564228773116,0.015303544424079869
2,124.24719681739808,13.7470345203098,8.547296190261841,3.7895152411748705,8,0.3,0.333,0.0001,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.0001, 'opt': 'SGD'}",0.07100000232458115,0.12999999523162842,0.10400000214576721,0.12600000202655792,0.12312312424182892,0.11082462519407273,0.021825746371482792,192,0.07651913166046143,0.13128282129764557,0.10702675580978394,0.12303075939416885,0.1080000028014183,0.10917189419269561,0.01872505856447068
3,126.33117718696595,5.065538380851958,8.45331072807312,3.1467967280656914,8,0.3,0.333,0.0001,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.0001, 'opt': 'adam'}",0.33899998664855957,0.3050000071525574,0.2980000078678131,0.33500000834465027,0.331331342458725,0.32166627049446106,0.016789974492761924,67,0.34708675742149353,0.3305826485157013,0.30632656812667847,0.3628407120704651,0.35100001096725464,0.3395673394203186,0.01956819382128409
4,127.1089005947113,5.91090130878377,7.466501188278198,4.568045105084012,8,0.3,0.333,0.001,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.001, 'opt': 'SGD'}",0.16599999368190765,0.125,0.21699999272823334,0.11800000071525574,0.16816817224025726,0.1588336318731308,0.03559189795397186,120,0.17754438519477844,0.13628406822681427,0.22355589270591736,0.1250312626361847,0.15549999475479126,0.1635831207036972,0.0348954760377884
5,134.8347581386566,3.4288457462596997,9.600592708587646,1.9294329731308122,8,0.3,0.333,0.001,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.001, 'opt': 'adam'}",0.40400001406669617,0.47200000286102295,0.39800000190734863,0.4020000100135803,0.4844844937324524,0.43209690451622007,0.03793303004126654,14,0.4428607225418091,0.4761190414428711,0.4471117854118347,0.45636409521102905,0.503250002861023,0.4651411294937134,0.022232007974331742
6,141.62269868850709,13.597310282545543,9.87560224533081,2.953590240998188,8,0.3,0.333,0.01,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.01, 'opt': 'SGD'}",0.3400000035762787,0.3330000042915344,0.3880000114440918,0.37400001287460327,0.37037035822868347,0.3610740780830383,0.0210274902815969,48,0.347836971282959,0.3515878915786743,0.40410101413726807,0.415603905916214,0.39925000071525574,0.38367595672607424,0.028260235520643766
7,128.95040044784545,14.904681945366187,8.273391199111938,3.402806068365669,8,0.3,0.333,0.01,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.01, 'opt': 'adam'}",0.10599999874830246,0.0989999994635582,0.10499999672174454,0.09700000286102295,0.09909909963607788,0.1012198194861412,0.0035880847168289556,237,0.10302575677633286,0.09977494180202484,0.10327582061290741,0.10202550888061523,0.10499999672174454,0.10262040495872497,0.0017150451104448647
8,116.6027615070343,3.671769138866996,8.109665679931641,0.7742914849243444,8,0.3,0.666,1e-05,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.666, 'lr': 1e-05, 'opt': 'SGD'}",0.12999999523162842,0.10100000351667404,0.09399999678134918,0.11800000071525574,0.09409409761428833,0.10741881877183915,0.014287652770463776,208,0.1305326372385025,0.1027756929397583,0.0900225043296814,0.10902725905179977,0.09399999678134918,0.10527161806821823,0.014269116911787755
9,125.94863967895508,15.639293532206185,9.326262378692627,2.327781276076339,8,0.3,0.666,1e-05,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.666, 'lr': 1e-05, 'opt': 'adam'}",0.10199999809265137,0.12999999523162842,0.12099999934434891,0.1469999998807907,0.20520520210266113,0.1410410389304161,0.035214485185921546,132,0.11952988058328629,0.1327831894159317,0.1255313754081726,0.15928982198238373,0.21125000715255737,0.14967685490846633,0.0336478896463777
